순위,영화명,개봉일,매출액 ,매출액점유율,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
47,글로리데이,2016.3.24,"1,485,342,868",0.2%,"1,487,015,668","189,221","189,375",494,"12,578",한국,한국,(주)보리픽쳐스,(주)엣나인필름,15세이상관람가,드라마,최정열,"지수,김준면,류준열,김희찬,김동완,김종수,문희경,유하복,이주실,이춘우,장시원,박성인,정다연,배연수,정지상,안병래,여기한,조제웅,유승완,윤기현,윤민영,이상희,이성훈,최승민,한보람,김용,정기섭,허준석,김명준,최준영"
379,일어서는 인간,2016.3.27,"1,643,600",0.0%,"1,643,600",264,264,5,108,한국,한국,보리와 오디 영화사,보리와 오디 영화사,12세이상관람가,드라마,김미영,"허지원,전수지,임형국,윤금선아"
378,블랙스톤,2016.3.28,"1,582,600",0.0%,"1,764,600",268,299,6,135,한국,"한국,프랑스",테디베어필름,테디베어필름,청소년관람불가,드라마,노경태,"원태희,양지원,여정민,유영제,추민주,하지현,손석구"
86,커터,2016.3.30,"151,165,500",0.0%,"151,165,500","19,405","19,405",199,"3,093",한국,한국,(주)엘픽쳐스,(주)스톰픽쳐스코리아,청소년관람불가,"범죄,드라마",정희성,"최태준,김시후,문가영,편보승,박진수,조장현,이승연,이승환,한정화,황유진,도유승,문창준,이승연"
49,대배우,2016.3.30,"1,246,200,228",0.1%,"1,246,200,228","169,984","169,984",474,"16,517",한국,한국,주식회사 영화사다,"(주)대명문화공장,(주)리틀빅픽쳐스",12세이상관람가,코미디,석민우,"오달수,윤제문,이경영,진경,강신일,유지태,김명민,김새론,이준익,최병모,최희진,권용덕,박지환,임태훈,임호,정성호,신동필,이영미,한대룡,김문학,김윤주,박호산,고준,강민,엄채영,고우림,김수진,정승길,장원형"
244,동거의 목적,2016.3.31,"2,945,000",0.0%,"2,945,000",566,566,20,40,한국,한국,(주)씨네토리,(주)제이에이와이이엔터테인먼트,청소년관람불가,멜로/로맨스,조성우,"주예빈,박하얀,제동화,이강연,김종인"
326,고백할 수 없는,2016.3.31,"2,301,000",0.0%,"2,301,000",318,318,4,56,한국,한국,더파인트,하준사,청소년관람불가,스릴러,최인규,"배성우,정성일,한제인,박리디아,양인화"
134,수색역,2016.3.31,"14,224,700",0.0%,"14,224,700","1,859","1,859",25,287,한국,한국,영화사 만화경,주식회사 씨네룩스,청소년관람불가,"드라마,액션,범죄",최승연,"맹세창,공명,이진성,이태환,김시은,박혜진,안현정"
263,입영전야,2016.4.5,"3,290,000",0.0%,"3,290,000",492,492,20,46,한국,한국,영화사 인연,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,코미디",유승택,"임형순,이도현,이선영,이소영,이윤희"
122,스틸 플라워,2016.4.7,"16,689,300",0.0%,"17,442,700","2,345","2,472",22,362,한국,한국,(주)무비엔진,㈜인디스토리,15세이상관람가,드라마,박석영,"정하담,박명훈"
26,"날, 보러와요",2016.4.7,"8,836,144,063",1.0%,"8,836,144,063","1,063,442","1,063,442",683,"49,237",한국,한국,"영화사올(주),(주)발렌타인필름",메가박스중앙(주)플러스엠,청소년관람불가,"미스터리,스릴러",이철하,"강예원,이상윤,최진호,지대한,김종수,이학주,장태성,유건,길해연,조재윤,이형석,박송해,정경일,안용우,안지혜,안지혜,최낙영,이규호,이상백,이승진,김호원,황성준"
66,극장판 프랭키와 친구들: 생명의 나무,2016.4.13,"410,560,600",0.0%,"410,560,600","56,842","56,842",258,"2,763",한국,한국,프랭키영화문화산업전문(주),예지림엔터테인먼트,전체관람가,애니메이션,박정오,"박정오,이소은"
75,4등,2016.4.13,"286,355,700",0.0%,"286,355,700","38,611","38,611",213,"4,726",한국,한국,"국가인권위원회,정지우 필름","(주)프레인글로벌,CGV아트하우스",15세이상관람가,드라마,정지우,"박해준,이항나,유재상,최무성,정가람,유재명,남문철,이혁찬,임유진,이상혁,이승준,최은미,권세정,오대환,권은수"
35,해어화,2016.4.13,"3,768,200,759",0.4%,"3,768,200,759","485,695","485,695",572,"32,322",한국,한국,더램프(주),롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"사극,드라마",박흥식,"한효주,유연석,천우희,박성웅,장영남,이한위,류혜영,김수안,차지연,장인섭,박찬미,장희선,박효빈,송동규,송승환,양재준,천영암,이규정,이민준,이서연,이성우,이은주,최혁준,오하늬,김고은,금새록"
21,시간이탈자,2016.4.13,"9,731,838,195",1.0%,"9,731,838,195","1,202,384","1,202,384",733,"55,075",한국,한국,"씨제이이앤엠(주),상상필름(주)",씨제이이앤엠(주),15세이상관람가,스릴러,곽재용,"임수정,조정석,이진욱,정진영,이기우,온주완,전신환,이태리,김보라,임예진,정웅인,박준규,남태부,차은재,박지원,박소영,백준혁,조민영,신지수,이동희,이성준,이영민,김수영,이봄"
156,블랙가스펠2: 소울을 찾는 여정가운데 만난 사람들,2016.4.14,"10,622,000",0.0%,"10,622,000","1,353","1,353",7,62,한국,한국,㈜스토리셋,㈜스토리셋,전체관람가,다큐멘터리,"김성권,이임주",양동근
144,두 개의 연애,2016.4.14,"13,282,500",0.0%,"13,282,500","1,466","1,466",16,193,한국,한국,하준사,(주)드림팩트엔터테인먼트,15세이상관람가,멜로/로맨스,조성규,"김재욱,채정안,박규리,오희준"
114,업사이드 다운,2016.4.14,"27,349,000",0.0%,"27,484,000","3,969","4,005",22,432,한국,한국,프로젝트 투게더,(주)시네마달,12세이상관람가,다큐멘터리,김동빈,박영우
116,철원기행,2016.4.21,"26,473,600",0.0%,"26,473,600","3,765","3,765",29,545,한국,한국,"(주)타이거시네마,DGC",주식회사 디에스이이디,12세이상관람가,드라마,김대환,"문창길,이영란,이상희,김민혁,허재원,박찬윤,양흥주"
40,위대한 소원,2016.4.21,"2,440,004,213",0.3%,"2,440,004,213","308,398","308,398",524,"22,769",한국,한국,주식회사 브레인샤워,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"코미디,드라마",남대중,"류덕환,김동영,안재홍,전노민,전미선,장원식,양정인,조우진,우지원,유정래,윤도영,이상민,이소정,이소정,이원희,한기업,한민석,황슬빛나,황용"
221,탐욕의 별,2016.4.27,"4,461,500",0.0%,"4,461,500",684,684,9,120,한국,한국,스파이럴 프로젝트,㈜인디스토리,15세이상관람가,다큐멘터리,공귀현,김의성
60,다이노X 탐험대,2016.5.4,"642,526,900",0.1%,"642,526,900","83,319","83,319",348,"3,126",한국,한국,(주)MBC,(주)이수C&E,전체관람가,"애니메이션,다큐멘터리",이동희,"정준하,하동훈"
42,극장판 안녕 자두야,2016.5.4,"2,137,638,000",0.2%,"2,137,638,000","280,406","280,406",523,"7,758",한국,한국,"아툰즈,씨제이이앤엠(주)",씨제이이앤엠(주),전체관람가,애니메이션,손석우,"여민정,양정화,이수진"
19,탐정 홍길동: 사라진 마을,2016.5.4,"11,516,170,845",1.2%,"11,516,170,845","1,430,885","1,430,885",764,"41,076",한국,한국,(주)영화사비단길,씨제이이앤엠(주),15세이상관람가,"드라마,액션",조성희,"이제훈,김성균,박근형,정성화,고아라,노정의,김하나,유승목,박정원,박지훈,오현암,유정래,윤상훈,이민아,이민지,이상희,정준용,김하나,고우림"
105,초인,2016.5.5,"51,601,200",0.0%,"52,072,600","6,689","6,769",30,688,한국,한국,"퍼레이드 픽쳐스,(주)나무와 숲","(주)대명문화공장,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)",12세이상관람가,멜로/로맨스,서은영,"채서진,김정현,서영화,정준화,조재영,이우주"
212,눈이라도 내렸으면,2016.5.12,"5,611,000",0.0%,"5,621,000",782,784,5,63,한국,한국,야간비행,야간비행,15세이상관람가,드라마,장희철,"강성국,이효림,배진만,이재건,박성진,박수홍,박찬선,서귀원,서채훈,서채훈,손기현,손기현,윤홍선,윤홍선,이민욱,이민욱,이승현,황지선,고용진,김영범,남경모"
423,배짱이들,2016.5.12,"1,521,600",0.0%,"1,521,600",210,210,6,111,한국,한국,뉴에이지필름,주식회사 씨엠닉스,12세이상관람가,다큐멘터리,정훈,"이인세,강백수,최휘찬,송형준,정솔,문용일,이경호,이국현,김균현,김두복,김병진,김진규"
188,사돈의 팔촌,2016.5.12,"6,938,500",0.0%,"8,140,700",954,"1,159",10,158,한국,한국,피도 안마른 녀석들,서울독립영화제,15세이상관람가,"멜로/로맨스,드라마",장현상,"장인섭,배소은,문태건,조수향,김자영,임형태,남태부,박성호,장진훈,오유진,조수호,이유미"
62,엽기적인 그녀 2,2016.5.12,"594,260,900",0.1%,"594,260,900","77,124","77,124",387,"6,132",한국,한국,(주)신씨네,(주)리틀빅픽쳐스,15세이상관람가,"멜로/로맨스,코미디",조근식,"차태현,빅토리아,후지이 미나,배성우,최진호,송옥숙,박재민,장봉영,정수련,정종준,양원석,조예경,윤서영,이상진,이성국,이은경,황창기,김병용,김우주,김근영,목규리,손영순"
7,곡성,2016.5.12,"55,863,520,382",6.0%,"55,863,520,382","6,879,908","6,879,908","1,485","130,322",한국,"한국,미국","(주)사이드미러,이십세기폭스 인터내셔널 프로덕션",이십세기폭스코리아(주),15세이상관람가,"미스터리,스릴러,드라마",나홍진,"곽도원,황정민,쿠니무라 준,천우희,김환희,허진,장소연,김도윤,손강국,전배수,황석정,배용근,배용근,이인철,이용녀,선호삼,송민석,신재현,안수연,이선희,이수빈,이수진,권귀덕,이연,이연경,이연경,백승철,이정은,박성연"
180,짐작보다 따뜻하게,2016.5.19,"7,470,500",0.0%,"7,470,500","1,023","1,023",6,182,한국,한국,아베크엠 엔터테인먼트,(주)맑은시네마,12세이상관람가,드라마,이상민,"이선,임학순,이훈,임오정,임종화,박정희,이인수,전지원,박혜선,백수장,부은주,조상원,엄기성,조유빈,주정애,최용운,이영일,이영일,이용범,이유리,홍영택,김혁래,김혁래"
125,드롭박스,2016.5.19,"16,582,800",0.0%,"16,582,800","2,232","2,232",17,363,한국,"한국,미국","Arbella Studio,킨드리드 이미지","(사)필레마,필름포럼,홀리가든",전체관람가,다큐멘터리,브라이언 아이비,
36,계춘할망,2016.5.19,"3,600,794,348",0.4%,"3,600,794,348","482,516","482,516",526,"19,644",한국,한국,"지오엔터테인먼트,(주)퍼플켓츠필름,(주)빅스토리픽쳐스",(주)콘텐츠 난다긴다,15세이상관람가,"가족,드라마",창,"윤여정,김고은,김희원,신은정,최민호,류준열,양익준,박민지,남태부,강경탁,안지혜,이상화,이슬비,이윤혁,신문성,오희준,김영철"
191,달에 부는 바람,2016.5.26,"5,641,600",0.0%,"5,849,100",921,958,7,141,한국,한국,민치앤필름,무브먼트,전체관람가,다큐멘터리,이승준,"김예지,김미영,김자엽"
117,레나,2016.5.26,"21,196,700",0.0%,"22,393,700","3,393","3,526",14,246,한국,한국,(주)씨네코뮨,(주)모멘텀엔터테인먼트,12세이상관람가,"멜로/로맨스,드라마",김도원,"박기림,김재만,최호중,이창배,이창배,박정민,고재철,이승민,이유리,이은빈,황지은,김근영,허성태"
56,무서운 이야기 3 : 화성에서 온 소녀,2016.6.1,"784,148,500",0.1%,"784,148,500","97,804","97,804",317,"6,407",한국,한국,(주)수필름,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,공포(호러),"백승빈,김선,김곡,민규동","임슬옹,경수진,박정민,홍은희,차지연,김수안,정용진,이재인,민무제,이대연"
11,아가씨,2016.6.1,"35,211,229,991",3.8%,"35,211,229,991","4,287,839","4,287,839","1,171","90,365",한국,한국,"유한회사 아가씨에프에스,(주)모호필름,(주)용필름",씨제이이앤엠(주),청소년관람불가,"스릴러,드라마",박찬욱,"김민희,김태리,하정우,조진웅,김해숙,문소리,최병모,김인우,이용녀,조은형,장한순,이규정,이승준,이윤재,김시은"
371,"연애의 발동 : 상해 여자, 부산 남자",2016.6.2,"2,162,000",0.0%,"2,162,000",273,273,8,48,한국,"한국,중국",(주)케이알씨지,(주)케이알씨지,12세이상관람가,"멜로/로맨스,코미디",김태균,"지진희,진의함,우혜림"
106,양치기들,2016.6.2,"50,435,800",0.0%,"51,954,700","6,210","6,465",56,984,한국,한국,한국영화아카데미,CGV아트하우스,청소년관람불가,"드라마,범죄,스릴러",김진황,"박종환,차래형,송하준,윤정일,김종수,류준열,방민호,손지훈,송여진,이소정,최윤주,김철영,민영선,이가섭,이해운"
358,그빨로,2016.6.3,"1,513,000",0.0%,"1,513,000",284,284,20,55,한국,한국,야그프로덕션,THE 픽쳐스,청소년관람불가,스릴러,권만회,"서하,김정수,이지완,한병진"
123,시선 사이,2016.6.9,"17,660,200",0.0%,"17,660,200","2,344","2,344",28,417,한국,한국,"국가인권위원회,(주) 루스이소니도스",(주)영화사 진진,12세이상관람가,드라마,"최익환,이광국","정예녹,김동완,오광록,박주희,서영화,윤영민,정지훈,최희서,백수장"
182,소녀와 여자,2016.6.16,"6,742,000",0.0%,"6,742,000",998,998,17,284,한국,한국,(주)꿈꾸는 오아시스,㈜인디스토리,15세이상관람가,다큐멘터리,김효정,
72,우리들,2016.6.16,"356,563,960",0.0%,"356,563,960","47,969","47,969",76,"3,470",한국,한국,(주)아토,(주)엣나인필름,전체관람가,드라마,윤가은,"최수인,설혜인,이서연,박혜진,안정우,전석민,주재윤,최승혁,장혜진,손석배"
20,특별수사: 사형수의 편지,2016.6.16,"9,929,947,065",1.1%,"9,929,947,065","1,241,899","1,241,899",691,"39,372",한국,한국,(주)콘텐츠케이,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,드라마",권종관,"김명민,김상호,성동일,김영애,김향기,김뢰하,박수영,박혁권,최병모,오민석,이지훈,박지환,신구,이한위,이문식,김명국,정택호,차상민,이성욱,이승훈,민진웅"
219,보고싶다,2016.6.23,"6,067,700",0.0%,"6,067,700",693,693,2,43,한국,한국,팔방미인,조이월드앤다이버시티,12세이상관람가,드라마,"서은아,윤재호,장은연","예수정,김희찬,이태규,홍승일,엄지성,박사랑,고규필,이재균"
118,삼례,2016.6.23,"24,092,600",0.0%,"24,191,600","3,244","3,264",26,362,한국,한국,리람,(주)인디플러그,15세이상관람가,"드라마,판타지",이현정,"이선호,김보라,오동진"
43,비밀은 없다,2016.6.23,"2,029,410,239",0.2%,"2,029,410,239","250,829","250,829",502,"14,749",한국,한국,"(주)영화사거미,필름트레인",씨제이이앤엠(주),청소년관람불가,스릴러,이경미,"손예진,김주혁,장재우,장한승,신지훈,이민아,이상희,김소희,예수정,최유화"
119,우리 연애의 이력,2016.6.29,"24,084,800",0.0%,"24,084,800","3,043","3,043",26,475,한국,한국,더블엔비컴퍼니(주),(주)모멘텀엔터테인먼트,15세이상관람가,멜로/로맨스,조성은,"전혜빈,신민철,황미영,박주영,박지영,박진영,박솔희,강 숙,양종곤,채조은,이강우,이근원,이상준,구성근,이승진,이용수,도호현,류시문,예수정,황승언,신희철,황영희"
32,사냥,2016.6.29,"4,912,658,515",0.5%,"4,912,658,515","645,922","645,922",696,"28,862",한국,한국,(주)빅스톤픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,액션,이우철,"안성기,신재훈,오주환,조진웅,한예리,이상화,한동원,권율,손현주,박병은,예수정,차순배,허준석,권기하"
16,굿바이 싱글,2016.6.29,"16,912,706,195",1.8%,"16,912,706,195","2,108,273","2,108,273",841,"56,380",한국,한국,"호두앤유 엔터테인먼트(주),(주)영화사람",(주)쇼박스,15세이상관람가,"코미디,드라마",김태곤,"김혜수,마동석,김현수,김용건,서현진,곽시양,전석호,이미도,이성민,황미영,이형미,박지영,정준화,유성진,윤환,이수경,최문석,홍민희,김근영,안재홍,황승언,김고은,목규리,이선빈,배유람,정원중"
415,미스터 쿠퍼,2016.6.30,"1,124,000",0.0%,"1,124,000",220,220,1,40,한국,한국,,㈜인디스토리,15세이상관람가,드라마,오정미,"이유영,장원형,민복기"
171,경계,2016.6.30,"7,010,500",0.0%,"7,020,500","1,142","1,145",9,134,한국,"한국,싱가포르,인도네시아",푸른영상,(주)시네마달,12세이상관람가,다큐멘터리,"문정현,블라디미르 토도로비치,다니엘 루디 하리얀토","문정현,블라디미르 토도로비치,다니엘 루디 하리얀토"
133,홀리워킹데이,2016.6.30,"13,526,500",0.0%,"13,718,500","1,901","1,937",18,381,한국,한국,홍시픽쳐스,무브먼트,전체관람가,다큐멘터리,이희원,곽주현
68,빅뱅 메이드,2016.6.30,"466,486,700",0.1%,"466,486,700","55,582","55,582",56,"1,794",한국,한국,(주)와이지엔터테인먼트,씨제이 씨지브이(CJ CGV)(주),12세이상관람가,다큐멘터리,변진호,"권지용,태양,최승현,대성,승리"
17,봉이 김선달,2016.7.6,"16,227,052,642",1.7%,"16,227,052,642","2,051,277","2,051,277",942,"51,418",한국,한국,"(주)엠픽처스,(주)에스엔케이픽처스",씨제이이앤엠(주),12세이상관람가,사극,박대민,"유승호,조재현,고창석,라미란,시우민,연우진,전석호,서예지,주영호,박예슬,박상현,박진성,유일한,이선희,이규형,송재룡,권태원,김승훈"
100,극장판 프리즘스톤 올스타 셀렉션,2016.7.7,"78,990,700",0.0%,"78,990,700","9,381","9,381",109,650,한국,"한국,일본",동우에이앤이(주),(주)박수엔터테인먼트,전체관람가,"애니메이션,드라마,판타지",김영범,
76,트릭,2016.7.13,"297,957,300",0.0%,"297,957,300","38,262","38,262",390,"5,939",한국,한국,엘씨오픽쳐스,"(주)스톰픽쳐스코리아,(주)이수C&E",15세이상관람가,"스릴러,드라마",이창열,"이정진,강예원,김태훈,선동혁,이희진,장윤정,박정환,조호성,주민구,이상철,이수진,한성식,홍장현,주문수"
1,부산행,2016.7.20,"93,178,283,048",10.0%,"93,178,283,048","11,565,479","11,565,479","1,788","151,315",한국,한국,(주)영화사레드피터,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,스릴러",연상호,"공유,김정희,정유미,김율호,마동석,최우식,안소희,김의성,김수안,박민우,박민혁,임종훈,박종관,장문성,박혜진,손지훈,손지훈,연상호,조춘호,지동현,윤미중,이동하,이윤상,최창수,편준의,허성우,황유경,최용훈,김근영,이주실,예수정,김대현,한지은,박명신"
5,인천상륙작전,2016.7.27,"55,101,410,303",5.9%,"55,101,410,303","7,049,643","7,049,643","1,049","97,019",한국,한국,(주)태원엔터테인먼트,씨제이이앤엠(주),12세이상관람가,"전쟁,드라마",이재한,"김정철,이정재,이범수,리암 니슨,진세연,정준호,박철민,김병옥,김선아,김영애,박성웅,추성훈,황석하,이창세,박정원,박현선,션 리차드,이유진,한비,김희진,진용욱,곽순우"
8,덕혜옹주,2016.8.3,"44,393,828,109",4.8%,"44,393,828,109","5,599,229","5,599,229",964,"97,312",한국,한국,"(주)하이브미디어코프,(주)영화사호필름 ,(주)디씨지플러스",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"사극,드라마",허진호,"손예진,박해일,윤제문,라미란,정상훈,박수영,김소현,박주미,안내상,김재욱,김인우,백윤식,김대명,김정희,박윤식,박지수,박혜영,송민수,송창현,신동주,오세영,이경훈,이명규,이상진,이승진,최영빈,최일순,최정순,한동훈,함성원,홍은지,김무규,김기정,차지원,고수,금새록,김승훈"
59,슈퍼 프렌즈,2016.8.10,"663,075,600",0.1%,"663,075,600","89,615","89,615",255,"2,483",한국,한국,㈜디지아트프로덕션,씨네그루(주)키다리이엔티,전체관람가,애니메이션,"이경호,이원재","변현우,김지혜,박조호,서지연,남도형,홍진욱,김승태,오인성,유지현,이세은"
30,국가대표 2,2016.8.10,"5,482,232,042",0.6%,"5,482,232,042","709,929","709,929",562,"20,689",한국,한국,케이엠컬쳐㈜,메가박스중앙(주)플러스엠,12세이상관람가,드라마,김종현,"수애,오달수,오연서,하재숙,김슬기,김예원,진지희,임진영,박진하,전송이,방추성,백상훈,서은정,조규영,안승호,조수지,조희윤,이경선,이민지,이선미,이영화,함지후,곽지유,이봉련,조희봉,김응수"
4,터널,2016.8.10,"57,529,484,417",6.2%,"57,529,484,417","7,120,508","7,120,508","1,105","113,201",한국,한국,"(주)어나더썬데이,(주)비에이엔터테인먼트",(주)쇼박스,12세이상관람가,드라마,김성훈,"하정우,배두나,오달수,김종수,임한빈,정민희,송민석,윤성민,이동진,이상희,최춘범,권승구,진용욱,이한서,예수정,서현우,배유람,조현철,김수진,윤돈선,주석태,강신철,한성천,김승훈"
82,카이: 거울 호수의 전설,2016.8.17,"182,873,800",0.0%,"182,873,800","24,675","24,675",172,"1,555",한국,한국,"주식회사 다다쇼,(주)영화사레드피터",메가박스중앙(주)플러스엠,전체관람가,애니메이션,이성강,"김영은,박고운,강진아,이창규,임무권,이건우,채민지"
77,파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,2016.8.17,"270,014,820",0.0%,"270,014,820","35,569","35,569",170,"1,774",한국,한국,(주)삼지애니메이션,(주)삼지애니메이션,전체관람가,애니메이션,이영준,"엄상현,전태열,정혜원,정영웅,신용우,배진홍,남도형,이민규,홍소영,이민규"
51,서울역,2016.8.17,"1,162,471,562",0.1%,"1,162,471,562","147,031","147,031",440,"8,054",한국,한국,"주식회사 다다쇼,(주)화인컷",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,애니메이션,연상호,"류승룡,심은경,이준,연상호,연상호,연상호,연상호,오윤석,이건우,이동하,이상희,이상희,최길수,서호철"
167,"시발, 놈: 인류의 시작",2016.8.18,"8,802,400",0.0%,"8,802,400","1,159","1,159",10,150,한국,한국,(주)엣나인필름,(주)엣나인필름,15세이상관람가,"코미디,드라마",백승기,"손이용,김보리,백승기,이지규,장철민,박은수,홍서백,윤하리"
112,그림자들의 섬,2016.8.25,"29,360,800",0.0%,"30,532,300","4,197","4,408",15,274,한국,한국,부산민주언론시민연합사업단 미디토리,(주)시네마달,15세이상관람가,다큐멘터리,김정근,
74,범죄의 여왕,2016.8.25,"343,663,400",0.0%,"343,663,400","43,823","43,823",270,"3,942",한국,한국,광화문시네마,"(주)콘텐츠판다,TCO(주)더콘텐츠온",15세이상관람가,"스릴러,코미디","이요섭,김태곤","박지영,조복래,김대현,허정도,이학수,부은주,손영신,전고운,우문기,우문기,우상기,이윤호,진동훈,최고야,홍윤희,김태곤,이솜,안재홍,황승언,백수장,강진아,배유람,이성욱,우상기,전국향,강봉성"
64,올레,2016.8.25,"522,938,900",0.1%,"522,938,900","66,883","66,883",338,"5,126",한국,한국,(주)어바웃필름,"(주)대명문화공장,(주)리틀빅픽쳐스",15세이상관람가,"드라마,코미디",채두병,"신하균,박희순,오만석,유다인,이형섭,변준석,양희선,장성범"
61,최악의 하루,2016.8.25,"639,959,190",0.1%,"639,959,190","80,754","80,754",199,"5,606",한국,한국,㈜인디스토리,CGV아트하우스,15세이상관람가,멜로/로맨스,김종관,"한예리,이와세 료,권율,이희준,이승연,강 숙,최유화,이승연"
80,그랜드파더,2016.8.31,"233,692,400",0.0%,"233,692,400","31,640","31,640",288,"3,933",한국,한국,(주)한이야기,"(주)인벤트스톤,(주)디스테이션",청소년관람불가,"액션,드라마",이서,"박근형,고보결,정진영,박진아,박초연,정재구,이상철,이승연,이예은,우기홍,이정현"
91,브링 홈: 아버지의 땅,2016.9.1,"117,372,200",0.0%,"117,372,200","15,025","15,025",36,547,한국,"한국,미국",(주)버디필름,(주)드림팩트엔터테인먼트,전체관람가,다큐멘터리,텐진 체탄 초클리,"텐진 릭돌,김민종"
50,달빛궁궐,2016.9.7,"1,147,863,700",0.1%,"1,147,863,700","153,097","153,097",425,"6,067",한국,한국,"스튜디오홀호리(주),(주)콘텐츠판다",(주)넥스트엔터테인먼트월드(NEW),전체관람가,"애니메이션,판타지,어드벤처",김현주,"김서영,이하늬,권율,김슬기,신용우,이장원,시영준,이상범,이현,강시현,문유정,정주원,신경선,이유리"
27,"고산자, 대동여지도",2016.9.7,"7,801,007,258",0.8%,"7,801,007,258","974,262","974,262",765,"38,048",한국,한국,(주)시네마서비스,씨제이이앤엠(주),전체관람가,사극,강우석,"김율호,차승원,유준상,김인권,남지현,신동미,남경읍,태인호,공형진,김종수,이형길,임경욱,박선용,상훈,박정호,박진영,백동현,송민석,송원종,양해길,양희정,전수정,전호근,정명수,정봉연,정진근,노경섭,윤성민,윤준호,이덕형,이문형,이성원,이수민,이승철,이윤상,지동주,지현준,최은식,최한기,한명철,홍광표,홍대영,노남석,정준용,김기정,오희준"
3,밀정,2016.9.7,"61,269,783,831",6.6%,"61,269,783,831","7,500,420","7,500,420","1,444","138,161",한국,"한국,미국","(주)다크서클픽쳐스,워너브러더스 코리아(주),(주)영화사하얼빈",워너브러더스 코리아(주),15세이상관람가,액션,김지운,"송강호,공유,한지민,츠루미 신고,엄태구,신성록,서영주,박민우,이진한,이진한,임서영,임서영,전수빈,정유안,조권수,조윤담,이동진,이상희,이수광,이승진,하민,노준표,김정우,김태준,고준,오하늬,원진아,전여빈,최유화,이병헌,허성태,김동영,주석태,금새록"
399,깡치,2016.9.8,"1,572,000",0.0%,"1,572,000",241,241,6,73,한국,한국,제이메이드필름,(주)드림팩트엔터테인먼트,청소년관람불가,액션,연정모,"손우혁,권유진,안재혁,이성준,이유진,최현종,김태현,이정현"
204,왕초와 용가리,2016.9.8,"5,525,200",0.0%,"5,831,200",836,940,8,114,한국,한국,봄저너머 미디어,㈜인디스토리,15세이상관람가,다큐멘터리,이창준,
81,인천상륙작전 : 익스텐디드 에디션(확장판),2016.9.13,"220,051,200",0.0%,"220,051,200","27,070","27,070",122,"1,522",한국,한국,(주)태원엔터테인먼트,씨제이이앤엠(주),15세이상관람가,"전쟁,드라마",이재한,"이정재,김정철,이범수,리암 니슨,진세연,정준호,박철민,김병옥,김선아,김영애,박성웅,추성훈,곽순우"
147,나는 증인이다,2016.9.14,"7,113,800",0.0%,"7,113,800","1,407","1,407",2,99,한국,"한국,중국",(주)문와쳐,(주)문와쳐,15세이상관람가,"미스터리,스릴러",안상훈,"양미,루한"
132,한강블루스,2016.9.22,"16,409,100",0.0%,"16,555,100","1,937","1,968",18,142,한국,한국,"(주)큰손엔터테인먼트,주식회사 윗돌",(주)맑은시네마,12세이상관람가,드라마,이무영,"봉만대,기태영,김정팔,김희정,한민희,금새록"
103,나홀로 휴가,2016.9.22,"62,136,700",0.0%,"62,136,700","8,220","8,220",165,"1,767",한국,한국,(주)수현재엔터테인먼트,(주)리틀빅픽쳐스,청소년관람불가,멜로/로맨스,조재현,"박혁권,윤주,이준혁,박재홍,조재현,이광기,이상욱,이서연,이성호,이승용,이승철,차봄,김유라,이정은,김수진"
78,대결,2016.9.22,"251,176,500",0.0%,"251,176,500","32,278","32,278",366,"5,409",한국,한국,"휴메니테라픽쳐스(주),컴퍼니에이이엔티(주)","(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",15세이상관람가,액션,신동엽,"이주승,오지호,이정진,신정근,손은서,임효우,박주혜,박준범,전혜인,이규희,이대겸,조훈휘,홍민혜,황진호,김철구,이세랑,주석태,강신철"
15,아수라,2016.9.28,"20,576,226,662",2.2%,"20,576,226,662","2,594,028","2,594,028","1,278","68,040",한국,한국,(주)사나이픽처스,씨제이이앤엠(주),청소년관람불가,"범죄,액션",김성수,"정우성,김현빈,황정민,주지훈,곽도원,정만식,김원해,김종수,김해곤,윤지혜,오연아,윤제문,이종성,장근영,박지환,손영진,양영일,유정호,윤성민,이가경,이광기,이상민,채성원,김남조,노남석,박갑진,김수진,염동헌,차래형,현봉식"
137,돈 맛,2016.9.29,"8,439,000",0.0%,"8,439,000","1,733","1,733",50,54,한국,한국,(주)블루아이엔터테인먼트,(주)박수엔터테인먼트,청소년관람불가,멜로/로맨스,"홍수동,백수호","이은미,장현우"
113,할머니의 먼 집,2016.9.29,"25,943,900",0.0%,"26,946,900","4,069","4,237",18,527,한국,한국,영화사 연필,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),전체관람가,다큐멘터리,이소현,"박삼순,이소현,장춘옥,홍순영"
